MED0122, Diazepam ,Folic Acid,CORTICOSTEROID,Boehringer Ingelheim,solution,20mg,551.25,15,429,121,XA8003,2024-10-21,2026-01-23,Yes,H1,Store at room temperature (15-30°C),Folic Acid 20mg Solution used for treatment
MED0123,Lorazepam,Cyanocobalamin,Antiviral,MSD Pharma,Inhaler,25mg,943.32,100ml,310,141,LY7723,2024-09-28,2029-05-07,0,OTC,Store in cool and dry place,Cyanocobalamin 25mg Inhaler used for treatment
MED0124, Zolpidem ,Methylcobalamin,ANTICONVULSANT,Cadila Healthcare,drops,650mg,632.34,20,108,114,FZ1452,2024-11-25,2027-11-07,Yes,G,Store in cool and dry place,Methylcobalamin 650mg Drops used for treatment
MED0125,Zopiclone,Thiamine+Pyridoxine+Cyanocobalamin,Antidiabetic,Alkem Labs,Gel,1g,956.49,100ml,4457,159,FJ1994,2024-04-11,2026-06-01,Yes,X,Keep in a dry place away from sunlight,Thiamine+Pyridoxine+Cyanocobalamin 1g Gel used for treatment,,,,
MED0126,Melatonin,Ascorbic Acid,,Zydus Cadila,Gel,,707.32,10,3196,,ZF7069,2024-02-12,2027-03-16,No,,Store in cool and dry place,
MED0127, Amitriptyline ,Multivitamin+Multimineral,VITAMIN,Cipla Ltd.,syrup,200ml,821.25,15,2433,121,ZT2668,2024-03-17,2026-03-06,No,H,Store below 30°C away from light,Multivitamin+Multimineral 200ml Syrup used for treatment
MED0128, Fluoxetine ,Tocopherol Acetate,ANTIEMETIC,Cipla Ltd.,gel,20mg,633.08,200ml,4238,76,YL3240,2024-04-03,2026-01-09,Yes,OTC,Store below 30°C away from light,Tocopherol Acetate 20mg Gel used for treatment
MED0129,Sertraline,Ketoconazole,Thyroid,Pfizer India,Suspension,15ml,932.74,20,4843,155,ZT8207,2024-08-17,2028-03-17,0,H1,Refrigerate at 2-8°C,Ketoconazole 15ml Suspension used for treatment
MED0130,Escitalopram,Terbinafine HCl,Thyroid,Boehringer Ingelheim,Inhaler,62.5mg,399.07,10,3498,155,XE6733,2025/06/15,15.06.2025,Yes,X,Keep in a dry place away from sunlight,Terbinafine HCl 62.5mg Inhaler used for treatment
MED0131, Paroxetine ,Miconazole Nitrate,ANTICONVULSANT,Abbott India,suspension,100ml,910.66,20,1436,182,PD8223,2024-12-24,2026-04-08,No,H,Keep in a dry place away from sunlight,Miconazole Nitrate 100ml Suspension used for treatment
MED0132,Duloxetine,Nystatin,Antitubercular,FDC Ltd.,Inhaler,62.5mg,944.35,10,3078,35,NU1070,2024-02-27,2026-09-28,TRUE,G,Refrigerate at 2-8°C,Nystatin 62.5mg Inhaler used for treatment
MED0133,Venlafaxine,Acyclovir,,Wockhardt Ltd.,Tablet,,702.51,100,877,,SK7327,2024-09-20,2029-06-13,Yes,,Refrigerate at 2-8°C,
MED0134, Olanzapine ,Valacyclovir HCl,ANTIDIABETIC,AstraZeneca,capsule,37.5mg,143.19,20,4734,23,WT7894,2024-07-28,2029-09-25,No,G,Store at room temperature (15-30°C),Valacyclovir HCl 37.5mg Capsule used for treatment
MED0135,Risperidone,Oseltamivir Phosphate,Antipsychotic,Aurobindo Pharma,Gel,50mg,231.19,100,4395,51,WD5613,2025-01-24,2026-12-25,Yes,OTC,Refrigerate at 2-8°C,Oseltamivir Phosphate 50mg Gel used for treatment,,,,
MED0136, Quetiapine ,Remdesivir,UROLOGY,Aurobindo Pharma,powder,1%,573.77,15,4721,173,XU7539,2024-10-25,2026-06-28,No,H,Protect from moisture and light,Remdesivir 1% Powder used for treatment
MED0137, Aripiprazole ,Molnupiravir,ANTIEMETIC,GSK Pharma,powder,75mg,526.87,20,2998,166,EH4158,2025-10-28,2027-09-02,Yes,X,Store below 25°C in a dry place,Molnupiravir 75mg Powder used for treatment
MED0138,Lithium,Ivermectin,Antidepressant,Abbott India,Gel,2%,940.67,15,4973,36,DC7131,2025-04-25,2028-07-14,NO,OTC,Protect from moisture and light,Ivermectin 2% Gel used for treatment
MED0139, Valproate ,Albendazole,UROLOGY,Cipla Ltd.,powder,5%,102.23,200ml,4098,113,IT5785,2024-09-09,2029-11-09,No,H1,Keep in a dry place away from sunlight,Albendazole 5% Powder used for treatment
MED0140,Carbamazepine,Mebendazole,Vitamin,Mankind Pharma,Inhaler,400mg,460.34,100,343,98,DA5179,June 15 2025,15-Jun-2025,Yes,OTC,Store at room temperature (15-30°C),Mebendazole 400mg Inhaler used for treatment
MED0141,Phenytoin,Praziquantel,Antimalarial,MSD Pharma,Syrup,5ml,764.73,100ml,4508,14,CS4460,2025-02-01,2027-07-26,YES,H1,Store below 25°C in a dry place,Praziquantel 5ml Syrup used for treatment
MED0142, Levetiracetam ,Hydroxychloroquine Sulfate,VITAMIN,Glenmark Pharma,inhaler,50mg,692.33,60,2833,11,YQ4643,2025-04-16,2026-10-18,Yes,H,Store below 30°C away from light,Hydroxychloroquine Sulfate 50mg Inhaler used for treatment
MED0143, Gabapentin ,Chloroquine Phosphate,ANTIHYPERTENSIVE,AstraZeneca,solution,650mg,886.44,20,4941,42,TM6047,2025-07-15,2028-12-02,Yes,H1,Protect from moisture and light,Chloroquine Phosphate 650mg Solution used for treatment
MED0144,Pregabalin,Artemether+Lumefantrine,Anxiolytic,Boehringer Ingelheim,Powder,62.5mg,772.52,10,1221,164,CA5047,2025-06-19,2027-12-27,YES,H,Protect from moisture and light,Artemether+Lumefantrine 62.5mg Powder used for treatment
MED0145,Topiramate,Rifampicin,Antipsychotic,Intas Pharma,Tablet,10mg,54.79,200ml,4415,76,JL6933,2025-12-08,2029-06-17,No,H,Protect from moisture and light,Rifampicin 10mg Tablet used for treatment,,,,
MED0146, Paracetamol-CF ,Isoniazid,ANTICONVULSANT,Hetero Labs,cream,800mg,443.90,15,1724,120,FU4895,2024-08-13,2029-03-24,No,H1,Store in cool and dry place,Isoniazid 800mg Cream used for treatment
MED0147,Tramadol,Pyrazinamide,,Micro Labs,Suspension,,352.17,10,4813,,NY8078,2024-12-08,2029-01-20,Yes,,Refrigerate at 2-8°C,
MED0148, Tapentadol ,Ethambutol HCl,ANTIHYPERTENSIVE,Ipca Labs,capsule,10ml,997.38,100ml,1818,83,AV5085,2025-10-24,2027-10-02,Yes,G,Refrigerate at 2-8°C,Ethambutol HCl 10ml Capsule used for treatment
MED0149, Morphine ,Sildenafil Citrate,ANTIBIOTIC,Cipla Ltd.,drops,10ml,881.87,100ml,4529,180,XM1121,2025-01-16,2027-11-20,No,H,Store below 30°C away from light,Sildenafil Citrate 10ml Drops used for treatment
MED0150,Fentanyl,Tadalafil,Antitubercular,Emcure Pharma,Ointment,15ml,927.14,100,2269,65,AY9244,15.06.2025,15-Jun-2025,No,X,Store in cool and dry place,Tadalafil 15ml Ointment used for treatment
MED0151, Codeine ,Tamsulosin HCl,ANTIDIABETIC,Natco Pharma,injection,1%,160.67,20,3971,43,DW2596,2024-05-04,2026-07-14,No,H1,Store below 30°C away from light,Tamsulosin HCl 1% Injection used for treatment
MED0152, Aceclofenac ,Finasteride,ANTIVIRAL,Alkem Labs,ointment,62.5mg,68.78,30,4190,105,AL2081,2024-05-12,2027-09-11,No,OTC,Store below 30°C away from light,Finasteride 62.5mg Ointment used for treatment
MED0153,Piroxicam,Dutasteride,PPI,AstraZeneca,Syrup,12.5mg,525.64,20,2939,53,DQ9858,2025-08-03,2026-03-28,TRUE,X,Protect from moisture and light,Dutasteride 12.5mg Syrup used for treatment
MED0154,Naproxen,Zinc Sulfate,,Mankind Pharma,Solution,,325.81,15,1661,,ND1618,2024-11-22,2028-10-14,No,,Keep in a dry place away from sunlight,
MED0155,Etoricoxib,Paracetamol,Urology,Lupin Ltd.,Solution,10ml,100.77,100,1789,21,WI8119,2024-05-16,2028-08-09,Yes,OTC,Store below 30°C away from light,Paracetamol 10ml Solution used for treatment,,,,
MED0156,Celecoxib,Ibuprofen,Bronchodilator,Glenmark Pharma,Gel,62.5mg,877.25,60,1256,166,PX8823,2025-01-02,2027-11-13,0,OTC,Protect from moisture and light,Ibuprofen 62.5mg Gel used for treatment
MED0157, Calcium-D3 ,Diclofenac Sodium,UROLOGY,Ajanta Pharma,capsule,800mg,915.99,60,3228,96,BD6516,2025-11-21,2028-12-01,No,H1,Protect from moisture and light,Diclofenac Sodium 800mg Capsule used for treatment
MED0158, Shelcal ,Mefenamic Acid,ANALGESIC,AstraZeneca,gel,0.5%,608.41,100,4437,162,NB1372,2024-04-13,2029-06-28,Yes,H1,Refrigerate at 2-8°C,Mefenamic Acid 0.5% Gel used for treatment
MED0159,Calcimax,Aceclofenac,Analgesic,Torrent Pharma,Capsule,100ml,39.98,200ml,1696,182,GM5605,2024-10-22,2029-11-20,no,H,Refrigerate at 2-8°C,Aceclofenac 100ml Capsule used for treatment
MED0160,Gemcal,Aspirin,Antipyretic,Cipla Ltd.,Patch,15ml,945.51,100,1045,124,GK9265,15.06.2025,June 15 2025,Yes,X,Store below 25°C in a dry place,Aspirin 15ml Patch used for treatment
MED0161,Cipcal,Azithromycin,,GSK Pharma,Capsule,,342.24,200ml,4329,,IQ1951,2024-12-10,2028-02-05,No,,Store in cool and dry place,
MED0162,OsteofosD3,Amoxicillin,Antihypertensive,GSK Pharma,Injection,50mg,503.30,60,2701,62,EE1818,2024-10-10,2029-07-03,TRUE,H1,Store below 25°C in a dry place,Amoxicillin 50mg Injection used for treatment
MED0163, Zoledronic ,Amoxicillin+Clavulanate,ANXIOLYTIC,Ajanta Pharma,cream,200mg,714.90,20,2401,153,SX6297,2024-01-02,2029-04-02,Yes,OTC,Protect from moisture and light,Amoxicillin+Clavulanate 200mg Cream used for treatment
MED0164, Alendronate ,Ciprofloxacin,ANALGESIC,Boehringer Ingelheim,syrup,10ml,513.49,15,76,175,VL1992,2025-11-11,2027-07-04,No,OTC,Store at room temperature (15-30°C),Ciprofloxacin 10ml Syrup used for treatment
MED0165,Iron-Folic,Norfloxacin,Analgesic,Zydus Cadila,Ointment,250mg,342.96,20,4763,130,GW7682,2024-08-01,2027-05-07,Yes,H,Keep in a dry place away from sunlight,Norfloxacin 250mg Ointment used for treatment,,,,
MED0166, Livogen ,Ofloxacin,ANTIDEPRESSANT,Ajanta Pharma,syrup,15ml,410.40,100,2975,37,KT2396,2025-12-14,2026-02-26,Yes,H1,Keep in a dry place away from sunlight,Ofloxacin 15ml Syrup used for treatment
MED0167, Autrin ,Levofloxacin,ANTIBIOTIC,Intas Pharma,ointment,50mg,847.43,20,1315,59,JO3188,2024-03-09,2028-03-02,Yes,H1,Store at room temperature (15-30°C),Levofloxacin 50mg Ointment used for treatment
MED0168,Dexorange,Metronidazole,,Abbott India,Gel,,361.44,20,4559,,MS3045,2024-12-21,2027-02-03,No,,Store below 25°C in a dry place,
MED0169, Orofer ,Tinidazole,ANTIMALARIAL,Abbott India,patch,500mg,998.87,100,4904,191,GK8062,2024-03-04,2029-03-12,No,OTC,Store below 30°C away from light,Tinidazole 500mg Patch used for treatment
MED0170,FolicAcid,Fluconazole,Antacid,Cipla Ltd.,Inhaler,50mg,107.02,15,2632,79,DV2222,2025/06/15,15.06.2025,Yes,G,Keep in a dry place away from sunlight,Fluconazole 50mg Inhaler used for treatment
MED0171,Vitamin-B12,Clotrimazole,Anticonvulsant,Cipla Ltd.,Suspension,2.5mg,973.39,15,1719,98,EB3012,2025-12-04,2028-10-07,FALSE,G,Store at room temperature (15-30°C),Clotrimazole 2.5mg Suspension used for treatment
MED0172, Methylcobalamin ,Itraconazole,ANTIPSYCHOTIC,Cipla Ltd.,injection,200ml,329.92,60,1405,32,TS6521,2025-04-12,2026-08-09,Yes,OTC,Store below 25°C in a dry place,Itraconazole 200ml Injection used for treatment
MED0173, Neurobion ,Griseofulvin,ANTIBIOTIC,GSK Pharma,injection,37.5mg,45.59,60,2132,102,GC6510,2024-09-28,2026-12-22,Yes,H,Refrigerate at 2-8°C,Griseofulvin 37.5mg Injection used for treatment
MED0174,BecosuleZ,Fexofenadine,Antifungal,Emcure Pharma,Solution,800mg,752.28,200ml,281,104,XL6548,2025-02-25,2026-08-10,TRUE,OTC,Store at room temperature (15-30°C),Fexofenadine 800mg Solution used for treatment
MED0175,Limcee,Cetirizine HCl,,AstraZeneca,Inhaler,,975.82,15,1661,,TA1292,2025-09-22,2027-04-15,No,,Store in cool and dry place,
MED0176, Celin ,Montelukast,OPIOID ANALGESIC,Hetero Labs,solution,7.5mg,691.01,30,3395,147,YY2674,2025-05-07,2026-07-16,No,OTC,Refrigerate at 2-8°C,Montelukast 7.5mg Solution used for treatment
MED0177,Revital,Levocetirizine,Thyroid,Intas Pharma,Syrup,250mg,31.71,100,728,47,BU4126,2025-03-28,2027-06-11,yes,H,Store below 25°C in a dry place,Levocetirizine 250mg Syrup used for treatment
MED0178, Supradyn ,Triprolidine+Pseudoephedrine,ANTICONVULSANT,FDC Ltd.,powder,62.5mg,821.01,100,405,147,IN3166,2024-05-10,2027-06-23,Yes,H,Protect from moisture and light,Triprolidine+Pseudoephedrine 62.5mg Powder used for treatment
MED0179, Centrum ,Diphenhydramine,ANTIVIRAL,Ajanta Pharma,syrup,1g,711.32,30,1096,79,VW2780,2025-02-24,2026-02-02,Yes,X,Refrigerate at 2-8°C,Diphenhydramine 1g Syrup used for treatment
MED0180,Zincovit,Salbutamol,NSAID,MSD Pharma,Capsule,100mg,431.78,200ml,2717,120,CH6239,2025/06/15,June 15 2025,Yes,G,Store at room temperature (15-30°C),Salbutamol 100mg Capsule used for treatment
MED0181, AtoZ-Gold ,Theophylline+Etofylline,ANTIVIRAL,Lupin Ltd.,syrup,5ml,146.13,15,3218,56,AK1129,2024-06-19,2027-10-09,No,X,Refrigerate at 2-8°C,Theophylline+Etofylline 5ml Syrup used for treatment
MED0182,Maxirich,Formoterol+Budesonide,,Alkem Labs,Powder,,809.18,20,4741,,DZ7570,2024-05-12,2026-10-11,No,,Refrigerate at 2-8°C,
MED0183,Becadexamin,Salmeterol+Fluticasone,Antibiotic,Intas Pharma,Tablet,10ml,89.35,10,3693,119,ER3598,2024-12-13,2026-04-25,no,X,Store below 30°C away from light,Salmeterol+Fluticasone 10ml Tablet used for treatment
MED0184, Evion ,Budesonide,STATIN,Zydus Cadila,capsule,100mg,992.34,100ml,1655,62,EU3235,2024-05-04,2028-01-18,No,H1,Store below 30°C away from light,Budesonide 100mg Capsule used for treatment
MED0185,Tocotrienol,Ipratropium+Levosalbutamol,Opioid Analgesic,Ipca Labs,Ointment,650mg,796.16,100ml,1819,74,XM9300,2024-06-18,2027-11-10,Yes,H1,Store below 25°C in a dry place,Ipratropium+Levosalbutamol 650mg Ointment used for treatment,,,,
MED0186,Ketoconazole,Pantoprazole,Opioid Analgesic,Emcure Pharma,Syrup,10mg,760.21,20,4514,123,VD7803,2024-02-27,2028-09-04,no,G,Keep in a dry place away from sunlight,Pantoprazole 10mg Syrup used for treatment
MED0187, Terbinafine ,Pantoprazole+Domperidone,ANTICOAGULANT,Boehringer Ingelheim,patch,20mg,744.52,200ml,4945,69,LA2271,2025-10-05,2026-05-21,No,OTC,Store in cool and dry place,Pantoprazole+Domperidone 20mg Patch used for treatment
MED0188, Clotrimazole ,Omeprazole,OPIOID ANALGESIC,Boehringer Ingelheim,powder,250mg,298.62,200ml,4514,195,VU8242,2024-05-09,2027-08-09,Yes,H,Store at room temperature (15-30°C),Omeprazole 250mg Powder used for treatment
MED0189,Miconazole,Ranitidine HCl,,Mankind Pharma,Capsule,,341.90,60,1079,,FJ6042,2024-05-02,2029-02-26,No,,Store below 30°C away from light,
MED0190,Nystatin,Famotidine,Antiviral,Abbott India,Suspension,10mg,535.53,200ml,1231,51,EX5259,2025/06/15,2025/06/15,No,G,Refrigerate at 2-8°C,Famotidine 10mg Suspension used for treatment
MED0191, Acyclovir ,Sucralfate,ANTIDEPRESSANT,Micro Labs,powder,62.5mg,459.48,30,4131,90,HC9435,2024-05-28,2026-03-22,Yes,X,Store below 25°C in a dry place,Sucralfate 62.5mg Powder used for treatment
MED0192,Valacyclovir,Aluminium+Magnesium Hydroxide,Calcium Supplement,Biocon Ltd.,Patch,200mg,159.84,10,1098,109,IQ8453,2024-06-21,2028-10-21,FALSE,H,Refrigerate at 2-8°C,Aluminium+Magnesium Hydroxide 200mg Patch used for treatment
MED0193, Oseltamivir ,Sodium Alginate,ANTIDEPRESSANT,Lupin Ltd.,powder,62.5mg,822.87,20,4251,14,PO4214,2025-04-09,2027-01-25,No,X,Store in cool and dry place,Sodium Alginate 62.5mg Powder used for treatment
MED0194, Remdesivir ,Metformin HCl,ANTIDIABETIC,Wockhardt Ltd.,inhaler,5%,943.35,20,2171,158,HF8558,2024-02-23,2028-04-05,No,H1,Store below 25°C in a dry place,Metformin HCl 5% Inhaler used for treatment
MED0195,Molnupiravir,Glimepiride,Anxiolytic,Mankind Pharma,Cream,500mg,201.02,60,1773,144,SK9719,2024-03-27,2027-10-21,Yes,H1,Protect from moisture and light,Glimepiride 500mg Cream used for treatment,,,,
MED0196,Ivermectin,Sitagliptin,,Glenmark Pharma,Injection,,749.36,10,421,,BR6289,2024-01-11,2029-05-21,Yes,,Store below 25°C in a dry place,
MED0197, Albendazole ,Vildagliptin,ANTIPSYCHOTIC,Biocon Ltd.,capsule,1%,996.08,10,3762,180,FI2383,2025-07-25,2027-02-07,Yes,H,Store below 30°C away from light,Vildagliptin 1% Capsule used for treatment
MED0198,Mebendazole,Linagliptin,Antihypertensive,Sun Pharma,Capsule,10ml,816.84,100ml,11,181,IY3700,2025-03-17,2027-06-05,YES,H1,Store below 25°C in a dry place,Linagliptin 10ml Capsule used for treatment
MED0199, Praziquantel ,Empagliflozin,ANALGESIC,Novartis India,patch,200ml,342.83,15,4330,195,HZ5040,2025-07-19,2026-03-01,No,G,Refrigerate at 2-8°C,Empagliflozin 200ml Patch used for treatment
MED0200,Hydroxychloroquine,Canagliflozin,Anxiolytic,Aurobindo Pharma,Suppository,500mg,834.67,30,4779,148,VU3622,15.06.2025,2025/06/15,No,H,Keep in a dry place away from sunlight,Canagliflozin 500mg Suppository used for treatment
MED0201,Chloroquine,Insulin Human,Anticoagulant,Abbott India,Inhaler,12.5mg,519.70,30,4900,146,QR2341,2025-05-27,2028-04-25,NO,OTC,Store below 25°C in a dry place,Insulin Human 12.5mg Inhaler used for treatment
MED0202, Artemether ,Insulin Glargine,UROLOGY,Hetero Labs,tablet,2%,300.46,20,621,200,KB6539,2024-03-21,2028-11-17,No,OTC,Store at room temperature (15-30°C),Insulin Glargine 2% Tablet used for treatment
MED0203,Rifampicin,Amlodipine Besylate,,Natco Pharma,Patch,,396.99,100,3090,,FW8430,2025-08-06,2028-04-17,Yes,,Protect from moisture and light,
MED0204,Isoniazid,Telmisartan,Bronchodilator,Pfizer India,Capsule,2%,57.28,200ml,2464,112,QR3776,2025-07-25,2026-08-21,1,X,Store in cool and dry place,Telmisartan 2% Capsule used for treatment
MED0205,Pyrazinamide,Losartan Potassium,Iron Supplement,Aurobindo Pharma,Gel,37.5mg,848.03,15,2259,46,OF5831,2024-04-08,2028-02-04,No,OTC,Refrigerate at 2-8°C,Losartan Potassium 37.5mg Gel used for treatment,,,,
MED0206, Ethambutol ,Enalapril Maleate,ANTACID,Cadila Healthcare,ointment,650mg,847.67,60,2249,199,KB8783,2025-08-21,2028-01-09,Yes,H,Refrigerate at 2-8°C,Enalapril Maleate 650mg Ointment used for treatment
MED0207,Sildenafil,Ramipril,Antihypertensive,Hetero Labs,Cream,50mg,952.53,30,3123,191,FX1899,2025-11-06,2028-04-06,TRUE,H,Store below 30°C away from light,Ramipril 50mg Cream used for treatment
MED0208, Tadalafil ,Atenolol,ANTIPARASITIC,Boehringer Ingelheim,gel,25mg,874.02,60,1530,123,RV9153,2024-04-18,2028-03-13,Yes,H,Store below 30°C away from light,Atenolol 25mg Gel used for treatment
MED0209, Tamsulosin ,Metoprolol Succinate,ANTIPARASITIC,Abbott India,gel,25mg,743.40,60,4478,87,UG9835,2024-12-24,2029-11-10,Yes,OTC,Store at room temperature (15-30°C),Metoprolol Succinate 25mg Gel used for treatment
MED0210,Finasteride,Bisoprolol,Vitamin,Wockhardt Ltd.,Syrup,25mg,365.68,200ml,4607,123,GK7090,June 15 2025,15.06.2025,No,H,Store below 30°C away from light,Bisoprolol 25mg Syrup used for treatment
